id_comuna;nombre
308;Aaronbury
41;Aaronstad
51;Aarontown
763;Acevedohaven
710;Adamfurt
783;Adamsland
231;Adamtown
501;Adkinsfort
416;Adkinshaven
561;Alanstad
808;Aliciabury
464;Allenberg
722;Allenland
72;Alvarezfort
825;Alvarezshire
371;Amandashire
725;Amyland
27;Amyshire
224;Amyview
451;Andersonbury
869;Andersonview
280;Andreastad
285;Andrewbury
492;Angelachester
299;Angelaton
720;Annamouth
428;Annaport
698;Annebury
259;Annetteberg
131;Anthonyside
834;Anthonyton
857;Anthonytown
831;Aprilfurt
743;Armstrongstad
636;Ashleyport
236;Baileyville
207;Ballmouth
339;Ballview
650;Barrettfort
380;Bartonbury
744;Batesview
537;Beasleybury
770;Beckerberg
200;Beckhaven
437;Bellmouth
702;Bellstad
589;Bellton
731;Bellville
662;Benjaminfurt
65;Bennettmouth
751;Bennettstad
873;Bethanyview
417;Bethhaven
608;Blakebury
153;Blakefort
243;Bradfordtown
668;Bradleyhaven
806;Bradleyland
61;Brandonshire
637;Brandontown
363;Brandymouth
755;Brayland
839;Brennanfort
562;Brianside
91;Brittanyfort
532;Brittanyport
523;Brittneyborough
761;Brooketon
48;Brooksbury
700;Browningmouth
15;Brownview
394;Butlerhaven
49;Butlermouth
283;Calderonville
293;Calvinton
510;Cameronmouth
840;Cameronside
841;Camposberg
462;Cardenasfurt
481;Carlsonstad
191;Carlville
194;Carmenville
234;Carrollchester
815;Cartertown
921;Caseyside
620;Castillochester
197;Chadfort
881;Chandlerbury
794;Charlesfurt
275;Charlesside
392;Chelseaville
485;Cherylmouth
528;Christopherview
489;Christopherville
110;Clarkbury
140;Clarkshire
601;Clarktown
291;Clementsfort
705;Clineburgh
317;Clineview
35;Colemanville
898;Coltonmouth
203;Connieport
101;Cooperville
667;Craigmouth
329;Cruzland
754;Crystalport
835;Curryshire
95;Cynthiaville
887;Danaport
155;Danielchester
505;Daniellefurt
125;Danielview
745;Dannyfurt
786;Davidborough
436;Davidburgh
268;Davidchester
696;Davidland
126;Davidmouth
450;Davidstad
237;Davidton
626;Davidville
571;Davisburgh
648;Davisshire
468;Deborahhaven
774;Deckerburgh
325;Denisestad
916;Dennisburgh
618;Dixonfurt
418;Dominiqueborough
907;Dorseyborough
414;Douglastown
530;Dukeburgh
141;Duranland
470;East Alejandrafort
278;East Alex
341;East Allen
398;East Amybury
742;East Andreabury
623;East April
284;East Aprilside
177;East Brian
360;East Brianview
433;East Bryanbury
604;East Carmenberg
495;East Catherineborough
169;East Charles
656;East Christina
37;East Christinastad
674;East Christine
300;East Christopher
704;East Christopherfort
74;East Davidberg
223;East Dianatown
102;East Edward
619;East Ellenburgh
11;East George
543;East Gregory
849;East Jacquelinefurt
478;East Jennifermouth
865;East Jenniferview
148;East Jesseton
115;East Jessica
723;East Jill
429;East Jodi
342;East John
500;East Joseph
860;East Juan
573;East Julie
475;East Kennethmouth
768;East Lauramouth
321;East Lawrenceshire
605;East Lisa
152;East Markton
6;East Matthew
9;East Matthewbury
843;East Megan
211;East Melissaburgh
575;East Michael
525;East Michellestad
844;East Nataliemouth
112;East Nicole
29;East Pamelafurt
282;East Paul
829;East Paula
19;East Paulburgh
337;East Ricardo
382;East Samanthabury
522;East Shane
233;East Shawn
538;East Shawnfort
473;East Shelbyport
885;East Stephanieside
163;East Stephen
932;East Tannermouth
740;East Taraville
202;East Terry
579;East Thomas
54;East Tiffany
559;East Veronicamouth
646;East William
929;Edwardport
480;Edwardville
747;Elizabethburgh
735;Elizabethfort
540;Emilyside
615;Ericburgh
3;Ericton
784;Ericville
160;Erinmouth
690;Estradaport
752;Evansmouth
567;Floresbury
327;Flynnfort
548;Foxberg
397;Frankchester
491;Franklinville
673;Freemanland
712;Fuentesshire
490;Garciaton
116;Georgechester
210;Georgetown
365;Gibsonchester
574;Gilmorefort
358;Gonzalesport
235;Gonzalestown
582;Gonzalezberg
820;Gonzalezland
121;Goodmanhaven
880;Goodmanshire
903;Graveshaven
400;Gregoryshire
891;Griffinshire
874;Grimesborough
855;Guerrerobury
856;Hahnshire
186;Hallport
403;Harrisberg
554;Harrisonfurt
79;Haydenhaven
606;Haysburgh
302;Heathermouth
133;Heatherview
600;Henryshire
349;Henrytown
506;Hernandezside
447;Hicksmouth
352;Higginshaven
906;Hinesborough
591;Hoganmouth
854;Hollandstad
893;Hollowayport
129;Hollychester
642;Holmesshire
629;Huertaview
208;Huffstad
326;Hunterland
930;Ianport
257;Ianshire
534;Ianside
55;Isaacburgh
944;Jacksonstad
909;Jacobhaven
628;Jacobsfort
529;Jamesbury
135;Jameschester
362;Janetchester
220;Jasmineshire
847;Jasonberg
23;Jasonland
128;Jeantown
56;Jefferyside
420;Jeffreyborough
142;Jenkinsmouth
164;Jenniferhaven
581;Jenniferview
322;Jenningsport
189;Jeremybury
886;Jeremyfurt
837;Jerryville
563;Jesseton
805;Jesseville
109;Jessicachester
328;Jillton
804;Johnport
832;Johnsburgh
584;Johnsonbury
851;Johnsonchester
348;Johnsonmouth
25;Johnsonshire
53;Johnsonside
354;Johnsonview
496;Jonathanfort
469;Jonathanmouth
773;Jonathanside
426;Jonesfort
588;Jonesland
195;Jonesshire
168;Jonesview
551;Josephshire
76;Josetown
746;Joycemouth
250;Juanhaven
297;Karenshire
67;Katherineside
408;Kathleenshire
245;Keithburgh
279;Kevinborough
239;Kevinton
750;Kimberg
515;Kimberlyshire
118;Kimtown
882;Kingtown
43;Kirkberg
759;Krauseborough
338;Kristinstad
498;Krystalside
411;Lake Aaron
12;Lake Aliciamouth
682;Lake Andrea
717;Lake Andrew
848;Lake Andrewshire
446;Lake Angela
295;Lake Angelabury
895;Lake Ashleymouth
289;Lake Benjamin
830;Lake Brettville
20;Lake Brookeburgh
330;Lake Cameronville
714;Lake Cassandra
373;Lake Cathyburgh
912;Lake Charles
687;Lake Christopher
811;Lake Cristianstad
928;Lake Danny
336;Lake Dannyville
487;Lake Dawnview
136;Lake Derektown
565;Lake Dianetown
44;Lake Ebony
277;Lake Eric
431;Lake Erikburgh
728;Lake Gary
333;Lake Heathershire
790;Lake Jacobville
614;Lake James
905;Lake Jameshaven
46;Lake Jamie
120;Lake Jennifer
531;Lake Jesse
910;Lake Jessica
427;Lake Jessicaborough
762;Lake Jodimouth
241;Lake Josemouth
641;Lake Juliashire
679;Lake Julie
449;Lake Justinstad
351;Lake Katie
407;Lake Kelly
482;Lake Kenneth
188;Lake Kristen
518;Lake Lisa
570;Lake Margaret
937;Lake Mariahaven
627;Lake Meghan
613;Lake Michael
560;Lake Michaelbury
298;Lake Michaelland
170;Lake Michelle
519;Lake Michelleport
734;Lake Mirandamouth
597;Lake Mitchell
580;Lake Natalietown
386;Lake Nicholasfort
196;Lake Nicoleberg
1;Lake Nicoleburgh
443;Lake Pamelashire
888;Lake Patricia
77;Lake Patrick
396;Lake Raymond
178;Lake Rebecca
678;Lake Richardberg
630;Lake Robertville
132;Lake Robin
124;Lake Ryan
780;Lake Ryanbury
404;Lake Samanthaborough
24;Lake Shellyfurt
870;Lake Stacyhaven
494;Lake Steven
444;Lake Stevenhaven
303;Lake Tammy
727;Lake Terri
331;Lake Tiffany
670;Lake Timothy
672;Lake Travis
387;Lake Victoriafort
405;Lake Wendybury
242;Lake William
304;Lake Zachary
377;Lambberg
936;Larafort
624;Larsonfort
795;Laurenchester
889;Laurenmouth
917;Leeberg
406;Leeport
753;Leeshire
193;Leestad
654;Lesliestad
144;Lewisfort
749;Lewishaven
38;Lindaborough
547;Lindaville
187;Lisamouth
663;Longbury
218;Longport
546;Longshire
899;Lopezborough
772;Lopezburgh
607;Lopezmouth
827;Lucasberg
911;Luismouth
294;Madisonside
435;Mannchester
260;Margaretview
108;Mariatown
457;Mariestad
665;Markberg
771;Marquezmouth
267;Maryfort
167;Maryside
309;Masonfurt
931;Masonhaven
344;Masseyborough
685;Matthewborough
664;Matthewchester
796;Matthewmouth
914;Matthewshire
915;Mccalltown
918;Mccoyberg
602;Mckenziestad
862;Melaniehaven
64;Melissamouth
868;Melissaside
88;Meyerville
258;Michaelchester
71;Michaelmouth
287;Michaelstad
813;Michaelton
797;Michaeltown
390;Micheleberg
635;Michellefort
292;Millerland
143;Mitchellmouth
50;Monicaland
441;Moodymouth
693;Mooreburgh
890;Mooreport
634;Mooreside
572;Moralesview
166;Morganfurt
130;Morrisonberg
824;Morrisside
190;Morrisstad
104;Murphyborough
599;Murphychester
89;Murphyside
577;Myersbury
828;Nathanton
265;Nathanville
122;Nealchester
114;New Alanport
659;New Alexisborough
26;New Andrew
645;New Angelica
181;New Ann
512;New Ashley
92;New Benjamin
137;New Blake
791;New Brandiberg
253;New Brianburgh
393;New Christyfurt
383;New Darryl
817;New Dawntown
185;New Dennis
18;New Dennisport
819;New Donnatown
533;New Gregoryport
585;New Jacob
311;New Jacquelineview
596;New James
343;New Jean
683;New Jenniferburgh
920;New Jeremy
919;New Jeremyview
97;New Johnport
590;New Johnview
657;New Jorge
689;New Joseph
57;New Karen
16;New Kelly
845;New Kellyshire
30;New Kristen
729;New Laura
119;New Lauren
456;New Lorishire
36;New Mary
925;New Maryfurt
476;New Matthew
455;New Michael
621;New Michaeltown
779;New Pedro
40;New Peggymouth
184;New Randallfort
171;New Robertfurt
595;New Robertmouth
632;New Sarahside
361;New Sophia
176;New Stacy
314;New Stephanieville
484;New Stevenbury
123;New Tamaraville
513;New Theresatown
82;New Timothyville
34;New Wendy
312;New Wendybury
249;Newmanport
692;Nicholstown
274;Nicolechester
644;Nicoleside
212;Norrisbury
521;North Amanda
711;North Andrea
255;North Angelaborough
315;North Anthony
934;North Antoniotown
792;North Brian
782;North Carlos
566;North Catherinetown
785;North Daniel
228;North David
452;North Davidberg
583;North Elizabethshire
578;North Ethanland
192;North Hayleytown
419;North Jasonbury
66;North Johnberg
610;North Jonathanside
238;North Justin
288;North Karenchester
793;North Kathleen
658;North Kelly
669;North Kendrashire
688;North Kennethchester
776;North Kennethland
651;North Kevin
139;North Larry
83;North Laura
366;North Laurentown
822;North Linda
799;North Lindaton
927;North Lisa
853;North Matthew
146;North Monicaview
70;North Paul
39;North Rhonda
134;North Sarah
460;North Sharon
226;North Shawn
374;North Shawna
448;North Stephen
157;North Stephenshire
332;North Stevenmouth
58;North Susan
472;North Tammy
201;North Timothystad
334;North Tyler
539;North Tylerton
507;North Virginia
913;North Wandachester
766;North Wandafort
316;North Wendyland
402;North William
737;Oconnellburgh
5;Omarmouth
103;Ortegamouth
701;Osbornestad
107;Patrickshire
422;Pattersonport
320;Pattersonstad
2;Perezberg
232;Perezburgh
63;Perezville
877;Perryburgh
556;Petermouth
681;Piercebury
576;Poolefurt
896;Port Alyssa
313;Port April
461;Port Austinton
182;Port Benjamin
902;Port Beth
73;Port Bethany
586;Port Bradleymouth
926;Port Briana
359;Port Charlesborough
78;Port Christine
878;Port Christopher
924;Port Daniel
864;Port Darleneland
33;Port Davidfurt
622;Port Derek
216;Port Edwardfort
215;Port Elizabeth
842;Port Garyhaven
376;Port Gavin
883;Port Gregorychester
183;Port Heathertown
550;Port Heidistad
775;Port Jacqueline
695;Port James
467;Port Jamesside
389;Port Jameston
465;Port Jasonborough
266;Port Jeremy
81;Port Jessica
413;Port Joel
440;Port John
541;Port Johnton
483;Port Jonathan
477;Port Joshuatown
894;Port Keith
726;Port Kellymouth
631;Port Kennethside
639;Port Kevinborough
290;Port Kylieville
62;Port Lindaport
45;Port Lindseyland
93;Port Lisafort
80;Port Lori
229;Port Lucasview
758;Port Makaylachester
814;Port Martinburgh
879;Port Michael
526;Port Natalieton
812;Port Phillipbury
549;Port Rhondastad
520;Port Richard
69;Port Ronald
499;Port Sarahfurt
364;Port Scotttown
777;Port Shannonborough
346;Port Sharon
335;Port Steveland
261;Port Steven
410;Port Stevenstad
823;Port Stevenview
514;Port Susan
715;Port Theresa
649;Port Tiffanyside
732;Port Timothy
760;Port Timothyshire
286;Port Victoriahaven
730;Port Victorville
162;Port Wesley
769;Port Zachary
517;Ramirezmouth
269;Ramosburgh
694;Raymondton
653;Rayton
117;Rebeccaberg
356;Rebeccafurt
866;Reidside
172;Richardchester
524;Richardmouth
395;Richardsonborough
252;Richardsonchester
536;Riosfort
357;Riveraborough
781;Riveraton
625;Robertborough
504;Robertmouth
415;Robertport
557;Robertsstad
942;Robinsonland
719;Robinsonside
466;Rodneyside
13;Rodriguezberg
863;Rodriguezborough
244;Rodriguezbury
355;Rodriguezfurt
353;Rodriguezside
385;Rodriguezton
647;Rogersfurt
8;Roseberg
98;Royville
324;Rubenton
709;Russellmouth
273;Samanthashire
219;Samuelhaven
511;Sanchezhaven
603;Santanatown
445;Sarahberg
270;Sarahchester
748;Sarahhaven
617;Sarahton
858;Schmidthaven
718;Schultzfurt
764;Sellersbury
527;Sextonchester
310;Shannonhaven
254;Sharonchester
497;Shawnberg
716;Sheliafort
941;Sherrymouth
544;Sherryside
633;Sheryltown
741;Simmonsview
262;Simpsontown
474;Sloanport
350;Smithborough
509;Smithhaven
246;South Abigail
542;South Alanside
788;South Alexandra
111;South Alexandrahaven
488;South Amandashire
28;South Amber
165;South Andrewstad
439;South Barry
388;South Blake
708;South Bob
151;South Briannashire
345;South Brittanyton
323;South Carriestad
412;South Charlesland
502;South Christina
901;South Christopherfort
516;South Cindymouth
458;South Codychester
707;South Corymouth
106;South Cynthiaside
174;South Dawnside
756;South Debbie
205;South Dianaborough
826;South Dominic
156;South Donaldtown
609;South Felicia
871;South Greg
206;South Gregory
438;South Jaimeland
99;South Jasonside
425;South Jeffreyfurt
833;South Jennifer
17;South Jerry
399;South Joseph
638;South Joshua
680;South Juan
778;South Justinfort
876;South Katrinashire
217;South Kelly
699;South Kennethport
305;South Kennethtown
598;South Kennethville
175;South Kimberly
434;South Lisa
803;South Marc
42;South Maria
757;South Mark
555;South Melissaburgh
660;South Michael
105;South Michaelstad
401;South Michelleshire
158;South Olivia
611;South Paul
204;South Raymondville
276;South Reginaldmouth
10;South Reneeshire
677;South Samanthahaven
209;South Samuelhaven
150;South Sandrabury
568;South Shawnaport
892;South Sherry
306;South Stephanie
922;South Stephanieborough
248;South Steven
318;South Suzanne
612;South Tammyberg
867;South Tanyatown
724;South Timothyberg
471;South Tinachester
149;South Valerie
147;South Victormouth
281;South William
807;South Zacharyport
52;Staceystad
486;Starkberg
94;Steeleville
90;Stephanieport
113;Stephaniestad
652;Stephensonburgh
378;Stephenview
430;Stevenborough
935;Stevenmouth
47;Stevenstad
453;Stonebury
767;Stonefurt
493;Tabithamouth
810;Tamarashire
801;Tammyville
943;Taraton
381;Taylormouth
272;Taylorport
256;Thomasside
939;Thompsonbury
340;Thompsonfurt
859;Tiffanyburgh
199;Timothybury
21;Timothyside
904;Tinachester
96;Tinaview
800;Toddchester
161;Toddstad
836;Tonimouth
145;Torresburgh
138;Transtad
802;Troybury
846;Vanessabury
655;Vaughanport
87;Vegashire
240;Vincentborough
432;Wagnerburgh
225;Walkerborough
535;Walkerland
222;Walkerstad
558;Wallaceport
691;Wallland
4;Walterfort
616;Waltershire
251;Wangborough
68;Wattsbury
818;Webbville
60;Wendyville
643;West Alexside
459;West Allison
686;West Allisonfort
872;West Amandashire
553;West Amber
666;West Amy
938;West April
180;West Ashley
347;West Barbara
100;West Betty
671;West Brian
897;West Brittanyberg
661;West Chelseaport
789;West Christina
296;West Christopher
370;West Christopherton
713;West Cindy
372;West Courtneystad
852;West Crystal
838;West Dana
247;West Daniel
787;West Daniellefort
442;West Danielton
736;West Deannaview
32;West Dennis
676;West Donald
697;West Edward
319;West Erica
503;West Erin
424;West Gabrielhaven
861;West Isabelville
391;West Jacobside
263;West James
545;West Jaredside
214;West Jasonmouth
384;West Jeffreyborough
271;West Jennifer
230;West Jenniferborough
479;West Jennifertown
908;West Jennyborough
301;West Jermaine
198;West Jerryfurt
721;West Jessica
875;West Joannaburgh
179;West Johnmouth
369;West Jonathan
675;West Jonathanshire
594;West Jonathanville
423;West Josephhaven
821;West Justinborough
798;West Justinburgh
933;West Justinside
227;West Karentown
508;West Lesliefurt
706;West Lindaborough
22;West Lucasmouth
31;West Marcus
684;West Mary
587;West Matthewchester
454;West Melissatown
7;West Michael
809;West Nancy
640;West Nicolefort
173;West Pamela
463;West Patricia
850;West Patriciaborough
379;West Patrickton
884;West Rachel
85;West Rebeccaberg
14;West Rebeccaport
552;West Rebekah
564;West Robert
592;West Ronaldhaven
84;West Samanthaland
221;West Sara
816;West Sarah
421;West Shawntown
264;West Stacymouth
86;West Stephanie
923;West Susan
159;West Sylviahaven
765;West Todd
59;West Tyler
703;Whitefurt
213;Wilcoxside
368;Williamland
739;Williamshire
75;Williamsshire
375;Williamstown
593;Williamsview
367;Williamview
154;Wilsonborough
733;Wilsonburgh
569;Wilsonmouth
127;Wilsonstad
738;Wolfview
307;Woodfurt
900;Wrightfort
940;Wrightview
409;Youngberg